,full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
396,Matty Daly,19,984182400,Premier League,2018/2019,Midfielder,Huddersfield Town,73,49,24,England,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1.23,73,37,0,0,0.0,-1,-1,-1,18
397,Max Harrison Sanders,21,915408000,Premier League,2018/2019,Midfielder,Brighton & Hove Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
398,Max Kilman,23,864345600,Premier League,2018/2019,Defender,Wolverhampton Wanderers,0,0,0,England,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
399,Max Meyer,24,811382400,Premier League,2018/2019,Midfielder,Crystal Palace,1414,718,696,Germany,29,7,8,1,0,1,2,0,2,0,0,8,7,1,19,5,14,3,0,0.19,0.13,0.06,0.0,0.13,1414,1.21,74,49,471,707,0.19,209,110,-1,8
400,Maxime le Marchand,30,624067200,Premier League,2018/2019,Defender,Fulham,2251,1171,1080,France,26,13,12,0,0,0,1,1,0,0,0,4,3,1,50,23,27,5,0,0.04,0.04,0.0,0.0,0.0,0,2.0,45,87,450,2251,0.2,314,219,162,23
401,Maya Yoshida,31,588384000,Premier League,2018/2019,Defender,Southampton,1520,800,720,Japan,17,9,8,0,0,0,1,1,0,0,0,3,1,2,27,14,13,0,0,0.06,0.06,0.0,0.0,0.0,0,1.6,56,89,0,1520,0.0,271,191,133,23
402,Mesut Ozil,31,592876800,Premier League,2018/2019,Midfielder,Arsenal,1741,1139,602,Germany,24,13,7,5,4,1,2,2,0,0,0,6,5,1,23,11,12,2,0,0.36,0.1,0.26,0.32,0.15,348,1.19,76,73,871,871,0.1,73,148,-1,4
403,Michael Keane,27,726710400,Premier League,2018/2019,Defender,Everton,2970,1350,1620,England,33,15,18,1,0,1,2,1,1,0,0,13,8,5,37,15,22,2,0,0.09,0.06,0.03,0.0,0.06,2970,1.12,80,90,1485,1485,0.06,251,196,49,10
404,Michael Obafemi,20,962841600,Premier League,2018/2019,Forward,Southampton,134,64,70,Republic of Ireland,6,1,0,1,0,1,1,1,0,0,0,0,0,0,2,2,0,1,0,1.34,0.67,0.67,0.0,1.29,134,1.34,67,22,134,134,0.67,-1,-1,-1,16
405,Michail Antonio,30,638582400,Premier League,2018/2019,Midfielder,West Ham United,2099,998,1101,England,33,11,11,6,4,2,4,2,2,0,0,5,3,2,26,10,16,3,0,0.43,0.17,0.26,0.36,0.16,350,1.11,81,64,700,525,0.13,76,86,-1,4
406,Michel Vorm,36,435456000,Premier League,2018/2019,Goalkeeper,Tottenham Hotspur,180,90,90,Netherlands,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,45,90,0,0,0.0,-1,-1,-1,22
407,Michy Batshuayi,26,749520000,Premier League,2018/2019,Forward,Crystal Palace,756,368,388,Belgium,11,4,5,5,2,3,0,0,0,0,0,3,2,1,11,7,4,0,0,0.6,0.0,0.6,0.49,0.7,151,1.31,69,69,0,0,0.0,8,308,-1,4
408,Miguel Ángel Almirón Rejala,26,760838400,Premier League,2018/2019,Midfielder,Newcastle United,763,405,358,Paraguay,10,5,4,0,0,0,0,0,0,0,0,3,2,1,10,4,6,0,0,0.0,0.0,0.0,0.0,0.0,0,1.18,76,76,0,0,0.0,282,311,-1,24
409,Miguel Ángel Britos Cabrera,35,490406400,Premier League,2018/2019,Defender,Watford,185,13,172,Uruguay,3,0,2,0,0,0,0,0,0,0,0,1,1,0,5,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,2.43,37,62,0,0,0.0,-1,-1,-1,25
410,Mohamed Diame,33,550627200,Premier League,2018/2019,Midfielder,Newcastle United,2165,960,1205,Senegal,29,11,13,0,0,0,0,0,0,0,0,9,3,6,28,13,15,3,0,0.0,0.0,0.0,0.0,0.0,0,1.16,77,75,722,0,0.12,348,267,-1,21
411,Mohamed Elneny,28,710812800,Premier League,2018/2019,Midfielder,Arsenal,381,214,167,Egypt,8,3,2,0,0,0,0,0,0,0,0,2,2,0,4,2,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.94,95,48,0,0,0.0,388,409,-1,21
412,Mohamed Elyounoussi,25,775958400,Premier League,2018/2019,Midfielder,Southampton,790,393,397,Norway,16,4,4,0,0,0,0,0,0,0,0,4,2,2,8,5,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.91,99,49,0,0,0.0,375,368,-1,26
413,Mohamed Salah,28,708566400,Premier League,2018/2019,Forward,Liverpool,3262,1692,1570,Egypt,38,19,18,22,13,9,8,5,3,3,0,21,12,9,18,8,10,1,0,0.83,0.22,0.61,0.69,0.52,148,0.5,181,86,3262,408,0.03,7,57,-1,2
414,Morgan Gibbs-White,20,948931200,Premier League,2018/2019,Midfielder,Wolverhampton Wanderers,647,426,221,England,26,4,1,0,0,0,1,1,0,0,0,5,5,0,9,5,4,1,0,0.14,0.14,0.0,0.0,0.0,0,1.25,72,25,647,647,0.14,408,107,-1,16
415,Morgan Schneiderlin,30,626486400,Premier League,2018/2019,Midfielder,Everton,833,473,360,France,14,6,4,0,0,0,1,1,0,0,0,7,5,2,9,5,4,2,0,0.11,0.11,0.0,0.0,0.0,0,0.97,93,60,417,833,0.22,412,133,-1,20
416,Moussa Dembele,33,553392000,Premier League,2018/2019,Midfielder,Tottenham Hotspur,516,161,355,Belgium,10,2,5,0,0,0,0,0,0,0,0,3,0,3,5,3,2,1,0,0.0,0.0,0.0,0.0,0.0,0,0.87,103,52,516,0,0.17,355,277,-1,24
417,Moussa Sissoko,30,619228800,Premier League,2018/2019,Midfielder,Tottenham Hotspur,2336,1187,1149,France,29,14,13,0,0,0,3,2,1,0,0,11,6,5,26,10,16,2,0,0.12,0.12,0.0,0.0,0.0,0,1.0,90,81,1168,779,0.08,354,123,-1,25
418,N'Golo Kante,29,670204800,Premier League,2018/2019,Midfielder,Chelsea,3096,1579,1517,France,36,19,17,4,2,2,4,3,1,0,0,15,10,5,37,12,25,3,0,0.23,0.12,0.12,0.11,0.12,774,1.08,84,86,1032,774,0.09,143,121,-1,6
419,Naby Keita,25,792374400,Premier League,2018/2019,Midfielder,Liverpool,1392,729,663,Guinea,25,8,8,2,1,1,1,1,0,0,0,15,10,5,7,4,3,0,0,0.19,0.06,0.13,0.12,0.14,696,0.45,199,56,0,1392,0.0,135,190,-1,9
420,Nacho Monreal,34,509760000,Premier League,2018/2019,Defender,Arsenal,1861,781,1080,Spain,22,9,12,1,1,0,3,0,3,0,0,6,5,1,21,3,18,5,0,0.19,0.15,0.05,0.12,0.0,1861,1.02,89,85,372,620,0.24,226,98,36,11
421,Nampalys Mendy,28,709257600,Premier League,2018/2019,Midfielder,Leicester City,2088,1006,1082,France,31,11,12,0,0,0,0,0,0,0,0,9,5,4,26,11,15,5,0,0.0,0.0,0.0,0.0,0.0,0,1.12,80,67,418,0,0.22,288,337,-1,18
422,Nathan Ake,25,793065600,Premier League,2018/2019,Defender,AFC Bournemouth,3412,1710,1702,Netherlands,38,19,19,4,3,1,0,0,0,0,0,10,6,4,66,23,43,3,0,0.11,0.0,0.11,0.16,0.05,853,1.74,52,90,1137,0,0.08,156,293,148,5
423,Nathan Holland,22,898214400,Premier League,2018/2019,Midfielder,West Ham United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
424,Nathan Redmond,26,762912000,Premier League,2018/2019,Midfielder,Southampton,3276,1633,1643,England,38,18,18,6,4,2,4,2,2,0,0,7,3,4,53,22,31,3,0,0.27,0.11,0.16,0.22,0.11,546,1.46,62,86,1092,819,0.08,116,141,-1,3
425,Nathaniel Chalobah,25,787190400,Premier League,2018/2019,Midfielder,Watford,266,67,199,England,9,1,2,0,0,0,0,0,0,0,0,1,1,0,5,2,3,2,0,0.0,0.0,0.0,0.0,0.0,0,1.69,53,30,133,0,0.68,-1,-1,-1,19
426,Nathaniel Clyne,29,670809600,Premier League,2018/2019,Defender,AFC Bournemouth,1254,684,570,England,18,8,6,0,0,0,1,0,1,0,0,6,4,2,24,6,18,2,0,0.07,0.07,0.0,0.0,0.0,0,1.72,52,70,627,1254,0.14,392,180,146,22
427,Nathaniel Mendez-Laing,28,703296000,Premier League,2018/2019,Midfielder,Cardiff City,984,442,542,England,20,5,6,4,0,4,1,1,0,1,0,6,3,3,15,8,7,0,0,0.46,0.09,0.37,0.0,0.66,246,1.37,66,49,0,984,0.0,45,157,-1,5
428,Neeskens Kebano,28,700185600,Premier League,2018/2019,Midfielder,Fulham,103,74,29,Congo DR,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.87,103,15,0,0,0.0,-1,-1,-1,18
429,Neil Etheridge,30,634348800,Premier League,2018/2019,Goalkeeper,Cardiff City,3420,1710,1710,Philippines,38,19,19,0,0,0,0,0,0,0,0,10,5,5,61,34,27,2,0,0.0,0.0,0.0,0.0,0.0,0,1.61,56,90,1710,0,0.05,363,393,134,17
430,Nemanja Matic,31,586396800,Premier League,2018/2019,Midfielder,Manchester United,2441,1051,1390,Serbia,28,12,16,1,1,0,0,0,0,0,0,6,1,5,35,14,21,8,1,0.04,0.0,0.04,0.09,0.0,2441,1.29,70,87,305,0,0.29,234,257,-1,11
431,Nicolas Otamendi,32,571622400,Premier League,2018/2019,Defender,Manchester City,1233,682,551,Argentina,18,8,6,0,0,0,0,0,0,0,0,10,3,7,7,6,1,1,0,0.0,0.0,0.0,0.0,0.0,0,0.51,176,69,1233,0,0.07,273,385,5,16
432,Nikola Tavares,21,916531200,Premier League,2018/2019,Defender,Crystal Palace,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
433,Nnamdi Ofoborh,20,941932800,Premier League,2018/2019,Midfielder,AFC Bournemouth,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
434,Oleksandr Zinchenko,23,850608000,Premier League,2018/2019,Midfielder,Manchester City,1153,613,540,Ukraine,14,8,6,0,0,0,3,2,1,0,0,10,6,4,4,2,2,1,0,0.23,0.23,0.0,0.0,0.0,0,0.31,288,82,1153,384,0.08,284,51,-1,20
435,Oliver Skipp,19,969062400,Premier League,2018/2019,Midfielder,Tottenham Hotspur,216,191,25,England,8,2,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,27,0,0,0.0,-1,-1,-1,16
436,Olivier Giroud,33,528422400,Premier League,2018/2019,Forward,Chelsea,832,446,386,France,27,4,3,2,1,1,4,3,1,0,0,12,7,5,4,1,3,1,0,0.65,0.43,0.22,0.2,0.23,416,0.43,208,31,832,208,0.11,86,7,-1,12
437,Onyinye Ndidi,23,850694400,Premier League,2018/2019,Midfielder,Leicester City,3299,1624,1675,Nigeria,38,19,18,2,2,0,0,0,0,0,0,10,6,4,42,18,24,8,0,0.05,0.0,0.05,0.11,0.0,1650,1.15,79,87,412,0,0.22,222,332,-1,9
438,Oriol Romeu,28,685670400,Premier League,2018/2019,Midfielder,Southampton,2140,1110,1030,Spain,31,13,12,1,1,0,0,0,0,0,0,6,3,3,32,16,16,11,0,0.04,0.0,0.04,0.08,0.0,2140,1.35,67,69,195,0,0.46,236,371,-1,9
439,Oumar Niasse,30,640396800,Premier League,2018/2019,Forward,Cardiff City,998,435,563,Senegal,18,5,7,0,0,0,0,0,0,0,0,3,2,1,12,5,7,0,0,0.0,0.0,0.0,0.0,0.0,0,1.08,83,55,0,0,0.0,415,388,-1,13
440,Pablo Zabaleta,35,474681600,Premier League,2018/2019,Defender,West Ham United,2092,1216,876,Argentina,26,14,9,0,0,0,1,1,0,0,0,4,2,2,32,22,10,4,0,0.04,0.04,0.0,0.0,0.0,0,1.38,65,80,523,2092,0.17,370,223,99,23
441,Pape Souare,30,644630400,Premier League,2018/2019,Defender,Crystal Palace,0,0,0,Senegal,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
442,Pascal Gross,29,676944000,Premier League,2018/2019,Midfielder,Brighton & Hove Albion,1878,993,885,Germany,25,13,11,3,2,1,3,1,2,1,1,3,2,1,31,16,15,1,0,0.29,0.14,0.14,0.18,0.1,626,1.49,61,75,1878,626,0.05,126,104,-1,4
443,Patrick Van Aanholt,29,651888000,Premier League,2018/2019,Defender,Crystal Palace,3198,1703,1495,Netherlands,36,19,17,3,2,1,2,0,2,0,0,12,7,5,41,19,22,3,0,0.14,0.06,0.08,0.11,0.06,1066,1.15,78,89,1066,1599,0.08,186,199,53,6
444,Paul Dummett,28,685843200,Premier League,2018/2019,Defender,Newcastle United,1986,979,1007,Wales,26,10,11,0,0,0,0,0,0,0,0,9,3,6,27,15,12,1,0,0.0,0.0,0.0,0.0,0.0,0,1.22,74,76,1986,0,0.05,347,269,69,22
445,Paul Pogba,27,732153600,Premier League,2018/2019,Midfielder,Manchester United,3011,1517,1494,France,35,17,17,13,10,3,9,4,5,7,3,7,2,5,41,20,21,6,0,0.66,0.27,0.39,0.59,0.18,232,1.23,73,86,502,335,0.18,36,30,-1,1
446,Paulo Gazzaniga,28,694310400,Premier League,2018/2019,Goalkeeper,Tottenham Hotspur,270,0,270,Argentina,3,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.33,270,90,0,0,0.0,-1,-1,-1,15
447,Pedro Obiang,28,701654400,Premier League,2018/2019,Midfielder,West Ham United,1121,609,512,Equatorial Guinea,24,7,5,0,0,0,1,0,1,0,0,7,4,3,17,9,8,0,0,0.08,0.08,0.0,0.0,0.0,0,1.36,66,47,0,1121,0.0,371,171,-1,22
448,Pedro Rodríguez Ledesma,33,554428800,Premier League,2018/2019,Midfielder,Chelsea,1780,958,822,Spain,31,10,11,8,6,2,2,2,0,0,0,11,7,4,18,7,11,2,0,0.51,0.1,0.4,0.56,0.22,223,0.91,99,57,890,890,0.1,35,149,-1,2
449,Peter Crouch,39,349660800,Premier League,2018/2019,Forward,Burnley,86,56,30,England,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,14,86,0,1.05,-1,-1,-1,23
450,Petr Cech,38,390700800,Premier League,2018/2019,Goalkeeper,Arsenal,585,315,270,Czech Republic,7,4,3,0,0,0,0,0,0,0,0,2,2,0,8,3,5,0,0,0.0,0.0,0.0,0.0,0.0,0,1.23,73,84,0,0,0.0,384,377,71,20
451,Phil Bardsley,35,488764800,Premier League,2018/2019,Defender,Burnley,1672,900,772,Scotland,19,10,9,0,0,0,0,0,0,0,0,4,3,1,22,11,11,9,0,0.0,0.0,0.0,0.0,0.0,0,1.18,76,88,186,0,0.48,383,355,62,17
452,Phil Jagielka,37,398390400,Premier League,2018/2019,Defender,Everton,329,95,234,England,7,1,3,1,1,0,0,0,0,0,0,5,3,2,2,0,2,1,1,0.27,0.0,0.27,0.95,0.0,329,0.55,165,47,165,0,0.55,71,272,10,13
453,Phil Jones,28,698630400,Premier League,2018/2019,Defender,Manchester United,1263,652,611,England,18,8,7,0,0,0,1,0,1,0,0,4,0,4,16,9,7,1,0,0.07,0.07,0.0,0.0,0.0,0,1.14,79,70,1263,1263,0.07,299,189,51,24
454,Philip Billing,24,834451200,Premier League,2018/2019,Midfielder,Huddersfield Town,2192,1106,1086,Denmark,27,13,12,2,1,1,0,0,0,0,0,5,3,2,41,17,24,7,0,0.08,0.0,0.08,0.08,0.08,1096,1.68,53,81,313,0,0.29,190,372,-1,4
455,Phil Foden,20,959472000,Premier League,2018/2019,Midfielder,Manchester City,327,279,48,England,13,3,0,1,1,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0.28,0.0,0.28,0.32,0.0,327,0.0,0,25,0,0,0.0,67,386,-1,11
456,Philippe Sandler,23,855532800,Premier League,2018/2019,Defender,Manchester City,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
457,Pierre-Emerick Aubameyang,31,614131200,Premier League,2018/2019,Forward,Arsenal,2731,1418,1313,Gabon,36,16,14,22,13,9,5,4,1,4,1,8,7,1,40,14,26,0,0,0.89,0.16,0.73,0.83,0.62,124,1.32,68,76,0,546,0.0,3,88,-1,1
458,Pierre-Emile Hojbjerg,24,807580800,Premier League,2018/2019,Midfielder,Southampton,2764,1416,1348,Denmark,31,16,15,4,2,2,3,2,1,0,0,4,1,3,52,23,29,10,2,0.23,0.1,0.13,0.13,0.13,691,1.69,53,89,251,921,0.36,138,147,-1,5
459,Rachid Ghezzal,28,705369600,Premier League,2018/2019,Forward,Leicester City,738,455,283,Algeria,19,5,3,1,1,0,0,0,0,0,0,3,2,1,12,6,6,3,0,0.12,0.0,0.12,0.2,0.0,738,1.46,62,39,246,0,0.37,142,323,-1,12
460,Rafael Euclides Soares Camacho,20,958953600,Premier League,2018/2019,Midfielder,Liverpool,0,0,0,Portugal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
461,Raheem Sterling,25,786844800,Premier League,2018/2019,Forward,Manchester City,2777,1256,1521,England,34,14,17,17,12,5,10,6,4,0,0,18,7,11,19,9,10,3,0,0.88,0.32,0.55,0.86,0.3,163,0.62,146,82,926,278,0.1,11,14,-1,2
462,Rajiv van La Parra,29,675993600,Premier League,2018/2019,Midfielder,Huddersfield Town,407,168,239,Netherlands,5,2,3,0,0,0,0,0,0,0,0,1,1,0,6,1,5,0,0,0.0,0.0,0.0,0.0,0.0,0,1.33,68,81,0,0,0.0,335,396,-1,23
463,Ramadan Sobhi,23,853977600,Premier League,2018/2019,Forward,Huddersfield Town,75,30,45,Egypt,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.2,75,19,0,0,0.0,-1,-1,-1,20
464,Raul Jimenez,29,673401600,Premier League,2018/2019,Forward,Wolverhampton Wanderers,3124,1648,1476,Mexico,38,19,17,13,8,5,7,4,3,2,0,9,7,2,39,20,19,4,0,0.58,0.2,0.37,0.44,0.3,240,1.12,80,82,781,446,0.12,42,63,-1,1
465,Rhys Healey,25,786672000,Premier League,2018/2019,Forward,Cardiff City,49,17,32,England,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.84,49,16,0,0,0.0,-1,-1,-1,14
466,Ricardo Pereira,26,749865600,Premier League,2018/2019,Defender,Leicester City,3125,1526,1599,Portugal,35,17,18,2,2,0,6,3,3,0,0,10,6,4,40,16,24,7,0,0.23,0.17,0.06,0.12,0.0,1563,1.15,78,89,446,521,0.2,214,85,52,7
467,Richarlison de Andrade,23,863222400,Premier League,2018/2019,Forward,Everton,2679,1283,1396,Brazil,35,15,17,13,7,6,1,1,0,0,0,14,9,5,32,15,17,6,1,0.47,0.03,0.44,0.49,0.39,206,1.08,84,77,383,2679,0.24,28,250,-1,1
468,Riyad Mahrez,29,667094400,Premier League,2018/2019,Midfielder,Manchester City,1339,647,692,Algeria,27,7,7,7,1,6,4,2,2,0,1,13,6,7,9,4,5,0,0,0.74,0.27,0.47,0.14,0.78,191,0.6,149,50,0,335,0.0,23,32,-1,6
469,Rob Holding,24,811555200,Premier League,2018/2019,Defender,Arsenal,807,501,306,England,10,5,4,0,0,0,0,0,0,0,0,2,2,0,10,5,5,1,0,0.0,0.0,0.0,0.0,0.0,0,1.12,81,81,807,0,0.11,389,411,47,24
470,Robbie Brady,28,695347200,Premier League,2018/2019,Midfielder,Burnley,715,390,325,Republic of Ireland,16,4,2,0,0,0,1,0,1,0,0,2,1,1,12,8,4,4,1,0.13,0.13,0.0,0.0,0.0,0,1.51,60,45,143,715,0.63,268,108,-1,13
471,Robert Kenedy,24,823737600,Premier League,2018/2019,Midfielder,Newcastle United,1344,611,733,Brazil,25,6,8,1,0,1,1,1,0,0,1,8,3,5,17,9,8,1,0,0.13,0.07,0.07,0.0,0.12,1344,1.14,79,54,1344,1344,0.07,191,184,-1,9
472,Robert Snodgrass,32,557971200,Premier League,2018/2019,Midfielder,West Ham United,2222,1108,1114,Scotland,33,13,12,2,1,1,5,4,1,0,0,6,3,3,31,16,15,10,0,0.28,0.2,0.08,0.08,0.08,1111,1.26,72,67,222,444,0.41,183,66,-1,8
473,Roberto Firmino,28,686361600,Premier League,2018/2019,Forward,Liverpool,2620,1347,1273,Brazil,34,16,15,12,7,5,6,3,3,1,0,18,9,9,13,7,6,0,0,0.62,0.21,0.41,0.47,0.35,218,0.45,202,77,0,437,0.0,31,61,-1,3
474,Roberto Pereyra,29,663206400,Premier League,2018/2019,Forward,Watford,2825,1467,1358,Argentina,33,17,16,6,5,1,1,0,1,0,0,5,3,2,52,27,25,3,0,0.22,0.03,0.19,0.31,0.07,471,1.66,54,86,942,2825,0.1,97,251,-1,4
475,Romain Saiss,30,638409600,Premier League,2018/2019,Midfielder,Wolverhampton Wanderers,1144,544,600,Morocco,19,6,6,2,1,1,0,0,0,0,0,4,3,1,16,6,10,7,0,0.16,0.0,0.16,0.17,0.15,572,1.26,72,60,163,0,0.55,115,264,-1,7
476,Romelu Lukaku,27,737251200,Premier League,2018/2019,Forward,Manchester United,2130,982,1148,Belgium,32,10,12,12,4,8,0,0,0,0,0,7,2,5,36,14,22,4,0,0.51,0.0,0.51,0.37,0.63,178,1.52,59,67,533,0,0.17,16,305,-1,2
477,Rondon,30,621907200,Premier League,2018/2019,Forward,Newcastle United,2609,1343,1266,Venezuela,32,15,15,11,6,5,7,5,2,0,0,10,5,5,29,14,15,1,0,0.62,0.24,0.38,0.4,0.36,237,1.0,90,82,2609,373,0.03,40,43,-1,2
478,Ross Barkley,26,755049600,Premier League,2018/2019,Midfielder,Chelsea,1241,432,809,England,27,4,9,3,1,2,5,2,3,0,0,11,5,6,13,5,8,1,0,0.58,0.36,0.22,0.21,0.22,414,0.94,95,46,1241,248,0.07,84,12,-1,7
479,Ruben Neves,23,858211200,Premier League,2018/2019,Midfielder,Wolverhampton Wanderers,3009,1451,1558,Portugal,35,16,18,4,3,1,3,2,1,2,0,8,6,2,40,19,21,8,0,0.21,0.09,0.12,0.19,0.06,752,1.2,75,86,376,1003,0.24,145,162,-1,3
480,Ruben Vinagre,21,923616000,Premier League,2018/2019,Defender,Wolverhampton Wanderers,703,514,189,Portugal,17,5,2,0,0,0,0,0,0,0,0,5,4,1,9,6,3,1,0,0.0,0.0,0.0,0.0,0.0,0,1.15,78,41,703,0,0.13,406,322,54,15
481,Ruben Loftus-Cheek,24,822355200,Premier League,2018/2019,Midfielder,Chelsea,983,507,476,England,24,3,3,6,3,3,2,2,0,0,0,12,9,3,8,2,6,0,0,0.73,0.18,0.55,0.53,0.57,164,0.73,123,41,0,492,0.0,13,78,-1,3
482,Rui Patricio,32,571881600,Premier League,2018/2019,Goalkeeper,Wolverhampton Wanderers,3330,1620,1710,Portugal,37,18,19,0,0,0,0,0,0,0,0,8,6,2,43,20,23,0,0,0.0,0.0,0.0,0.0,0.0,0,1.16,77,90,0,0,0.0,405,328,56,19
483,Ryan Bennett,30,636681600,Premier League,2018/2019,Defender,Wolverhampton Wanderers,3060,1710,1350,England,34,19,15,1,1,0,0,0,0,0,0,9,7,2,36,20,16,12,0,0.03,0.0,0.03,0.05,0.0,3060,1.06,85,90,255,0,0.35,256,304,40,10
484,Ryan Bertrand,30,618278400,Premier League,2018/2019,Defender,Southampton,2160,1170,990,England,24,13,11,1,1,0,0,0,0,0,0,6,3,3,36,15,21,8,0,0.04,0.0,0.04,0.08,0.0,2160,1.5,60,90,270,0,0.33,244,366,117,13
485,Ryan Fraser,26,762048000,Premier League,2018/2019,Midfielder,AFC Bournemouth,3173,1605,1568,Scotland,38,18,17,7,5,2,14,5,9,0,0,10,6,4,61,23,38,2,0,0.6,0.4,0.2,0.28,0.11,453,1.73,52,84,1587,227,0.06,95,9,-1,3
486,Ryan Fredericks,27,718675200,Premier League,2018/2019,Midfielder,West Ham United,1085,404,681,England,15,4,8,1,1,0,0,0,0,0,0,3,2,1,13,1,12,5,0,0.08,0.0,0.08,0.22,0.0,1085,1.08,83,72,217,0,0.41,185,340,-1,11
487,Ryan Giles,20,948844800,Premier League,2018/2019,Midfielder,Wolverhampton Wanderers,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
488,Ryan Guno Babel,33,535334400,Premier League,2018/2019,Forward,Fulham,1260,668,592,Netherlands,16,8,7,5,3,2,3,3,0,0,0,3,2,1,24,12,12,3,0,0.57,0.21,0.36,0.4,0.3,252,1.71,53,79,420,420,0.21,49,62,-1,3
489,Ryan Schofield,20,944870400,Premier League,2018/2019,Goalkeeper,Huddersfield Town,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0.0,-1,-1,-1,-1
490,Ryan Sessegnon,20,958608000,Premier League,2018/2019,Defender,Fulham,2298,1095,1203,England,35,11,15,2,1,1,6,3,3,0,0,4,3,1,58,22,36,0,0,0.31,0.23,0.08,0.08,0.07,1149,2.27,40,66,0,383,0.0,187,49,168,6
491,Sadio Mane,28,702864000,Premier League,2018/2019,Forward,Liverpool,3086,1643,1443,Senegal,36,19,16,22,18,4,1,0,1,0,0,20,12,8,18,8,10,2,0,0.67,0.03,0.64,0.99,0.25,140,0.52,171,86,1543,3086,0.06,4,249,-1,1
492,Sam Gallagher,24,811123200,Premier League,2018/2019,Forward,Southampton,30,7,23,England,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,8,0,0,0.0,-1,-1,-1,17
493,Sam Surridge,22,901584000,Premier League,2018/2019,Forward,AFC Bournemouth,11,0,11,England,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,6,0,0,0.0,-1,-1,-1,15
